Strong tree : 241 :[Grapple, Build hidey-hole, null, null, null]
Swamp tree : 58135 :[Chop down, null, null, null, null]
Swamp tree : 58140 :[Chop down, null, null, null, null]
Swamp tree : 58141 :[Chop down, null, null, null, null]
Swamp tree : 58142 :[Chop down, null, null, null, null]
Tree : 59911 :[null, null, null, null, null]
Tree : 59912 :[null, null, null, null, null]
Tree : 59913 :[null, null, null, null, null]
Tree : 59914 :[null, null, null, null, null]
Tree : 59915 :[null, null, null, null, null]
Tree : 59916 :[null, null, null, null, null]
Tree : 59917 :[null, null, null, null, null]
Tree : 59918 :[null, null, null, null, null]
Tree : 59920 :[null, null, null, null, null]
Blisterwood Tree : 61322 :[Check health, null, null, null, null]
Blisterwood Tree : 61323 :[null, null, null, null, null]
Blisterwood Tree : 61324 :[null, null, null, null, null]
Blisterwood Tree : 61325 :[Chop, null, null, null, null]
Tree : 61379 :[null, null, null, null, null]
Burnt tree : 61410 :[Chop down, null, null, null, null]
Tree stump : 61411 :[null, null, null, null, null]
Burnt tree : 61464 :[null, null, null, null, null]
Leafy tree : 61465 :[null, null, null, null, null]
Tree : 61527 :[null, null, null, null, null]
Tree : 61528 :[Remove beacon, null, null, null, null]
Tree : 61532 :[null, null, null, null, null]
Tree : 61533 :[Remove beacon, null, null, null, null]
Tree : 61537 :[null, null, null, null, null]
Tree : 61538 :[Remove beacon, null, null, null, null]
Tree : 61542 :[null, null, null, null, null]
Tree : 61543 :[Remove beacon, null, null, null, null]
Overhanging tree : 61550 :[null, null, null, null, null]
Snow-covered tree : 61551 :[Climb, null, null, null, null]
Tree : 61588 :[null, null, null, null, null]
Fallen tree : 61634 :[null, null, null, null, null]
Tree : 61900 :[null, null, null, null, null]
Tree : 61901 :[null, null, null, null, null]
Tree : 61902 :[null, null, null, null, null]
Tree : 61903 :[null, null, null, null, null]
Tree : 61904 :[null, null, null, null, null]
Tree : 62644 :[Inspect, null, null, null, null]
Magic tree : 63176 :[Chop down, null, null, null, null]
Magic tree : 63178 :[null, null, null, null, null]
Tree Stump : 63179 :[null, null, null, null, null]
Tree : 65253 :[Chop down, null, null, null, null]
Tree : 65254 :[null, null, null, null, null]
Tree : 65255 :[null, null, null, null, null]
Tree stump : 65256 :[null, null, null, null, null]
Hollow tree : 65269 :[null, null, null, null, null]
Christmas tree : 65857 :[null, null, null, null, null]
Oak Tree : 65940 :[Check, null, null, null, null]
Oak Tree : 65941 :[Check, null, null, null, null]
Oak Tree : 65942 :[Check, null, null, null, null]
Tree : 65976 :[Check, null, null, null, null]
Tree : 65977 :[null, null, null, null, null]
Christmas tree : 65996 :[null, null, null, null, null]
Christmas tree : 65997 :[null, null, null, null, null]
Christmas tree : 65998 :[null, null, null, null, null]
Christmas tree : 65999 :[null, null, null, null, null]
Christmas tree : 66000 :[null, null, null, null, null]
Tree : 66001 :[null, null, null, null, null]
Tree : 66002 :[null, null, null, null, null]
Tree : 66003 :[null, null, null, null, null]
Tree : 66004 :[null, null, null, null, null]
Ancient Oak Tree : 66571 :[Chop down, null, null, null, null]
Dead tree : 68901 :[Chop down, null, null, null, null]
Dead tree : 68902 :[Chop down, null, null, null, null]
Dead tree : 68903 :[Chop down, null, null, null, null]
Tree stump : 68904 :[null, null, null, null, null]
Tree stump : 68905 :[null, null, null, null, null]
Tree stump : 68906 :[null, null, null, null, null]
Tree : 68953 :[Climb, null, null, null, null]
Tree : 68954 :[Climb, null, null, null, null]
Spirit tree : 68973 :[Talk-to, Teleport, null, null, null]
Spirit tree : 68974 :[Talk-to, Teleport, null, null, null]
Spirit tree : 68975 :[Talk-to, Teleport, null, null, null]
Dead tree : 69139 :[Chop down, null, null, null, null]
Tree Stump : 69140 :[null, null, null, null, null]
Dead tree : 69141 :[Chop down, null, null, null, null]
Dead tree : 69142 :[Chop down, null, null, null, null]
Dead tree : 69143 :[null, null, null, null, null]
Dead tree : 69144 :[Chop down, null, null, null, null]
Dead tree : 69145 :[null, null, null, null, null]
Dead tree : 69146 :[null, null, null, null, null]
Tree Door : 69197 :[Open, null, null, null, null]
Tree Door : 69198 :[Open, null, null, null, null]
Spirit tree : 69372 :[Talk-to, Teleport, null, null, null]
Spirit tree : 69373 :[Talk-to, Teleport, null, null, null]
Spirit tree : 69374 :[Talk-to, Teleport, null, null, null]
Tree : 69506 :[Climb-up, null, null, null, null]
Tree branch : 69507 :[Climb-down, null, null, null, null]
Tree branch : 69508 :[Climb, null, null, null, null]
Achey Tree : 69554 :[Chop, null, null, null, null]
Achey Tree stump : 69555 :[null, null, null, null, null]
Achey Tree : 69556 :[Chop, null, null, null, null]
Achey Tree stump : 69557 :[null, null, null, null, null]
Tree Gnome Stronghold : 69663 :[North:, null, null, null, null]
Tree Gnome Stronghold : 69669 :[West:, null, null, null, null]
Baxtorian Falls, Tree Gnome Stronghold : 69672 :[North-west:, null, null, null, null]
Baxtorian Falls, Tree Gnome Stronghold : 69678 :[West:, null, null, null, null]
Arandar Pass, Tree Gnome Stronghold : 69732 :[North-east:, null, null, null, null]
Tree Gnome Stronghold : 69802 :[West:, null, null, null, null]
Tree : 70036 :[null, null, null, null, null]
Tree : 70037 :[null, null, null, null, null]
Tree Stump : 70059 :[null, null, null, null, null]
Tree : 70060 :[Chop down, null, null, null, null]
Tree : 70061 :[null, null, null, null, null]
Tree stump : 70062 :[null, null, null, null, null]
Tree : 70063 :[Chop down, null, null, null, null]
Tree : 70064 :[null, null, null, null, null]
Tree stump : 70065 :[null, null, null, null, null]
Eucalyptus tree : 70066 :[Chop down, null, null, null, null]
Tree stump : 70067 :[null, null, null, null, null]
Eucalyptus tree : 70068 :[Chop down, null, null, null, null]
Eucalyptus tree : 70069 :[null, null, null, null, null]
Tree stump : 70070 :[null, null, null, null, null]
Eucalyptus tree : 70071 :[Chop down, null, null, null, null]
Eucalyptus tree : 70072 :[null, null, null, null, null]
Tree stump : 70073 :[null, null, null, null, null]
Dead tree : 70099 :[Chop down, null, null, null, null]
Tree Stump : 70100 :[null, null, null, null, null]
Dead tree : 70306 :[null, null, null, null, null]
Tree : 72589 :[null, null, null, null, null]
Tree : 72609 :[null, null, null, null, null]
Tree : 72610 :[null, null, null, null, null]
Blue tree : 73722 :[Chop down, null, null, null, null]
Blue tree stump : 73724 :[null, null, null, null, null]
Gold tree : 73725 :[Chop down, null, null, null, null]
Gold tree stump : 73727 :[null, null, null, null, null]
Black tree : 73728 :[Chop down, null, null, null, null]
Black tree stump : 73730 :[null, null, null, null, null]
Green tree : 73731 :[Chop down, null, null, null, null]
Green tree stump : 73733 :[null, null, null, null, null]
Red tree : 73734 :[Chop down, null, null, null, null]
Red tree stump : 73736 :[null, null, null, null, null]
Tree : 75765 :[null, null, null, null, null]
Tree : 75891 :[Chop down, null, null, null, null]
Dead tree : 77095 :[Chop down, null, null, null, null]
Tree stump : 77096 :[null, null, null, null, null]
tree : 78033 :[null, null, null, null, null]
Tree stump : 78118 :[null, null, null, null, null]
Tree stump : 78119 :[Investigate, null, null, null, null]
Tree stump : 78120 :[Investigate, null, null, null, null]
Tree : 78753 :[null, null, null, null, null]
Tree : 78754 :[null, null, null, null, null]
Smoketest Tree : 79615 :[Test, null, null, null, null]
Tree : 79813 :[Chop down, null, null, null, null]
Tree stump : 79814 :[null, null, null, null, null]
Cherry tree : 81836 :[null, null, null, null, null]
Tangle gum tree : 82267 :[Chop, null, null, null, null]
Seeping elm tree : 82269 :[Chop, null, null, null, null]
Blood spindle tree : 82271 :[Chop, null, null, null, null]
Utuku tree : 82273 :[Chop, null, null, null, null]
Spinebeam tree : 82275 :[Chop, null, null, null, null]
Bovistrangler tree : 82277 :[Chop, null, null, null, null]
Thigat tree : 82279 :[Chop, null, null, null, null]
Corpsethorn tree : 82281 :[Chop, null, null, null, null]
Entgallow tree : 82283 :[Chop, null, null, null, null]
Grave creeper tree : 82285 :[Chop, null, null, null, null]
Blossoming tree : 82773 :[Cut down, null, null, null, null]
Hollow tree stump : 82774 :[Take chest, null, null, null, null]
Empty tree stump : 82775 :[null, null, null, null, null]
Tree : 84030 :[null, null, null, null, null]
Tree : 84031 :[null, null, null, null, null]
Tree : 84032 :[null, null, null, null, null]
Tree : 84033 :[null, null, null, null, null]
Tree : 84034 :[null, null, null, null, null]
Tree : 84035 :[null, null, null, null, null]
Tree : 84036 :[null, null, null, null, null]
Tree : 84037 :[null, null, null, null, null]
Tree : 84038 :[null, null, null, null, null]
Tree : 84039 :[null, null, null, null, null]
Tree : 84040 :[null, null, null, null, null]
Tree : 84041 :[null, null, null, null, null]
Tree : 84042 :[null, null, null, null, null]
Tree : 84043 :[null, null, null, null, null]
Tree : 84044 :[null, null, null, null, null]
Tree : 84045 :[null, null, null, null, null]
Tree : 84046 :[null, null, null, null, null]
Tree : 84047 :[null, null, null, null, null]
Tree : 84048 :[null, null, null, null, null]
Tree : 84049 :[null, null, null, null, null]
Tree : 84050 :[null, null, null, null, null]
Tree : 84051 :[null, null, null, null, null]
Tree : 84052 :[null, null, null, null, null]
Tree : 84053 :[null, null, null, null, null]
Tree : 84054 :[null, null, null, null, null]
Tree : 84055 :[null, null, null, null, null]
Tree : 84056 :[null, null, null, null, null]
Tree : 84057 :[null, null, null, null, null]
Tree : 84058 :[null, null, null, null, null]
Tree : 84059 :[null, null, null, null, null]
Tree : 84060 :[null, null, null, null, null]
Tree : 84061 :[null, null, null, null, null]
Tree : 84062 :[null, null, null, null, null]
Tree : 84063 :[null, null, null, null, null]
Tree : 84064 :[null, null, null, null, null]
Tree : 84065 :[null, null, null, null, null]
Tree : 84949 :[null, null, null, null, null]
Tree : 84950 :[null, null, null, null, null]
Tree : 84951 :[null, null, null, null, null]
Tree : 84952 :[null, null, null, null, null]
Tree : 85330 :[null, null, null, null, null]
Divine tree : 87274 :[Chop, null, null, null, null]
Divine oak tree : 87275 :[Chop, null, null, null, null]
Divine willow tree : 87276 :[Chop, null, null, null, null]
Divine maple tree : 87277 :[Chop, null, null, null, null]
Divine yew tree : 87278 :[Chop, null, null, null, null]
Divine magic tree : 87279 :[Chop, null, null, null, null]
Broken divine tree : 87284 :[null, null, null, null, null]
Divine tree : 87295 :[Chop, null, null, null, null]
Divine oak tree : 87296 :[Chop, null, null, null, null]
Divine willow tree : 87297 :[Chop, null, null, null, null]
Divine maple tree : 87298 :[Chop, null, null, null, null]
Divine yew tree : 87299 :[Chop, null, null, null, null]
Divine magic tree : 87300 :[Chop, null, null, null, null]
Broken divine tree : 87305 :[null, null, null, null, null]
Elder tree : 87508 :[Chop down, null, null, null, null]
Elder tree : 87509 :[Chop down, null, null, null, null]
Crystal tree : 87533 :[null, null, null, null, Look at]
Crystal tree : 87535 :[null, null, null, null, Look at]
Crystal tree shard : 87536 :[Chop, null, null, null, null]
Crystal tree shard : 87537 :[Chop, null, null, null, null]
Crystal tree shard : 87538 :[Chop, null, null, null, null]
Tree : 87712 :[Investigate, null, null, null, null]
Tree : 87725 :[Investigate, null, null, null, null]
Grotto tree : 88154 :[Search, Enter, null, null, null]
Grotto tree : 88155 :[Enter, null, null, null, null]
